Title, Source, Date, Content, URL, Category
SIA stocks remained negative despite fund-raising and supplementary budget announcements,Theonlinecitizen.com,27/3/2020,On Friday morning (27 March); following the announcement of the government’s Resilience Budget worth S$48.4 billion to combat the COVID-19 pandemic; Singapore stocks opened higher 2.6 per cent. As of 9.03am; the Singapore Straits Times (STI) rose 65.65 points…,https://www.theonlinecitizen.com/2020/03/27/sia-stocks-remained-negative-despite-fund-raising-and-supplementary-budget-announcements/,Business
Despite government support; taxi drivers are struggling to cope with the economic impact of COVID-19,Theonlinecitizen.com,27/3/2020,Since the COVID-19 outbreak reached Singapore; taxi drivers are among the workers who struggle to make ends meet during this tough times as they’ve lost a lot of business as Singapore imposed stringent measures to curb the increasing numbers of COVID-19 cases…,https://www.theonlinecitizen.com/2020/03/27/despite-government-support-taxi-drivers-are-struggling-to-cope-with-the-economic-impact-of-covid-19/,Business
PM Lee says the ideal situation is to give six months for COVID-19 situation to settle before having an election,Theonlinecitizen.com,27/3/2020,Prime Minister Lee Hsien Loong said on Friday (27 March) that it’s best to give six months for the whole COVID-19 situation to settle first before holding the next General Election (GE). “But nobody can say – it may well get worse; and I expect it can easily …,https://www.theonlinecitizen.com/2020/03/27/pm-lee-says-the-ideal-situation-is-to-give-six-months-for-covid-19-situation-to-settle-before-having-an-election/,Singapore
Resilience Budget’s provision of unemployment benefit and wage subsidies may be insufficient,Theonlinecitizen.com,27/3/2020,On Thursday (26 March); a large-scale supplementary budget was announced by Deputy Prime Minister Heng Swee Keat in order to provide assistance to businesses; workers; and families to weather through the current predicament caused by the COVID-19 pandemic. Th…,https://www.theonlinecitizen.com/2020/03/27/resilience-budgets-provision-of-unemployment-benefit-and-wage-subsidies-may-be-insufficient/,Business
Opposition parties suspend outreach campaign amid the stricter measures in S’pore,Theonlinecitizen.com,27/3/2020,As the COVID-19 cases in Singapore escalated and the government imposed stricter measures to reduce local transmission of the virus; several opposition parties in Singapore have decided to suspend their ground campaign and outreach with immediate effect. On 2…,https://www.theonlinecitizen.com/2020/03/27/opposition-parties-suspend-outreach-campaign-amid-the-stricter-measures-in-spore/,Singapore
Malaysia identifies five generations of COVID-19 cases connected to mosque cluster,Theonlinecitizen.com,27/3/2020,Malaysia’s Health Ministry has detected positive COVID-19 cases within five generations that were connected to the tabligh gathering which took place in the Seri Petaling Mosque last month. In a press conference yesterday (26 March); Health director-general D…,https://www.theonlinecitizen.com/2020/03/27/malaysia-identifies-five-generations-of-covid-19-cases-connected-to-mosque-cluster/,World
Breastfeeding is allowed in public including trains and buses,Theonlinecitizen.com,27/3/2020,New mothers will be able to breastfeed their children in public as the government will provide nursing rooms at all new bus interchanges and integrated transport hubs; including new MRT interchange stations; according to Transport Minister Khaw Boon Wan yeste…,https://www.theonlinecitizen.com/2020/03/27/breastfeeding-is-allowed-in-public-including-trains-and-buses/,Singapore
Too great a temptation for the PAP to resist,Theonlinecitizen.com,27/3/2020,We need the government to pull us through the COVID-19 crisis; the greatest crisis the country has known since independence. But the government needs a favour back from us first – they want us to return them to power resoundingly in a general election. The te…,https://www.theonlinecitizen.com/2020/03/27/too-great-a-temptation-for-the-pap-to-resist/,Singapore
India extends ban on international commercial passenger flights until 14 April,Theonlinecitizen.com,27/3/2020,All scheduled international commercial passenger flights will remain suspended until midnight local time on 14 April; the Directorate General of Civil Aviation (DGCA) of India announced on Thursday (26 March). Previously; the suspension; which started on 22 M…,https://www.theonlinecitizen.com/2020/03/27/india-extends-ban-on-international-commercial-passenger-flights-until-14-april/,World
Japan likely to face “worst recession” since 2008 crisis due to COVID-19: Economists,Theonlinecitizen.com,27/3/2020,The world’s third-largest economy appears to be heading towards its “worst recession” since the 2008 global financial crisis as the COVID-19 pandemic disrupts local and international markets. Japan’s Cabinet Office warned in its report this month that the cou…,https://www.theonlinecitizen.com/2020/03/27/japan-likely-to-face-worst-recession-since-2008-crisis-due-to-covid-19-economists/,Business
Businessman and politician Osman Sulaiman in agreement to close schools for the safety of children,Theonlinecitizen.com,27/3/2020,On Thursday (26 March); Khan Osman Sulaiman; a businessman and Reform Party candidate in the 2015 General Election; took to his Facebook to voice his agreement in closing all schools for the safety of children amid COVID-19 outbreak. In his post; he started o…,https://www.theonlinecitizen.com/2020/03/27/businessman-and-politician-osman-sulaiman-in-agreement-to-close-schools-for-the-safety-of-children/,Singapore
SBS Transit clarifies worker in viral video was not COVID-19 case; but has Meniere’s disease,Theonlinecitizen.com,27/3/2020,Viral footage of an SBS Transit Ltd worker being escorted to the hospital by paramedics wearing personal protective equipment (PPE) was not a COVID-19 case; but a case of Ménière’s disease which the worker has; according to SBS. Earlier on Wednesday (25 March…,https://www.theonlinecitizen.com/2020/03/27/sbs-transit-clarifies-worker-in-viral-video-was-not-covid-19-case-but-has-menieres-disease/,Singapore
Stricter penalties for those who leave home while on five-day MC; up to $10;000 fine and 6 months jail-time,Theonlinecitizen.com,27/3/2020,As published in the Government Gazette on Wednesday (25 March); any patient who has been certified as having acute respiratory symptoms by a doctor and given a five-day medical certificate (MC) will have to stay home for the duration of the MC or risk being f…,https://www.theonlinecitizen.com/2020/03/27/stricter-penalties-for-those-who-leave-home-while-on-five-day-mc-up-to-10000-fine-and-6-months-jail-time/,Business
Migrant workers need GST relief as they suffer “immense” financial pressures: NMP Anthea Ong,Theonlinecitizen.com,27/3/2020,The amendment bill for Goods and Services Tax Voucher (GSTV) Fund has been introduced in Parliament on 5 March. The Bill seeks to expand the purpose of the GSTV Fund to help a person whether in need of relief from GST or not. With the purpose of alleviating t…,https://www.theonlinecitizen.com/2020/03/27/migrant-workers-need-gst-relief-as-they-suffer-immense-financial-pressures-nmp-anthea-ong/,Business
Public alerted of scams requiring payments of detained goods,Theonlinecitizen.com,27/3/2020,Singapore Customs alerted members of the public of scams where victims received correspondences from companies claiming that the authority has withheld their consignments and instructing them to make payment to them before the detained goods could be released…,https://www.theonlinecitizen.com/2020/03/27/public-alerted-of-scams-requiring-payments-of-detained-goods/,Singapore
Resilience Budget: Govt to provide “more sustained support” to low-income employees; aviation workers and the self-employed; says DPM Heng Swee Keat,Theonlinecitizen.com,26/3/2020,The introduction of a S$48 billion supplementary Budget — called the Resilience Budget — will serve as an enhancement to some of the measures introduced in the S$6.4 billion Unity Budget announced last month; said Deputy Prime Minister Heng Swee Keat. Deliver…,https://www.theonlinecitizen.com/2020/03/26/resilience-budget-govt-to-provide-more-sustained-support-to-low-income-employees-aviation-workers-and-the-self-employed-says-dpm-heng-swee-keat/,Business
Apex court reserves judgment on cross-appeals concerning doctor accused of raping long-term female patient,Theonlinecitizen.com,26/3/2020,69-year-old general practitioner Wee Teong Boo was cleared of raping one of his long-term female patients in February last year; but was nevertheless convicted of and sentenced for sexually assaulting and molesting the same patient more than 4 years ago. Now;…,https://www.theonlinecitizen.com/2020/03/26/apex-court-reserves-judgment-on-cross-appeals-concerning-doctor-accused-of-raping-long-term-female-patient/,World
Apex court reserves judgment on cross-appeals concerning doctor accused of raping long-term patient,Theonlinecitizen.com,26/3/2020,69-year-old general practitioner Wee Teong Boo was cleared of raping one of his long-term patients in February last year; but was nevertheless convicted of and sentenced for sexually assaulting and molesting the same patient more than 4 years ago. Now; he is …,https://www.theonlinecitizen.com/2020/03/26/apex-court-reserves-judgment-on-cross-appeals-concerning-doctor-accused-of-raping-long-term-patient/,World
China drastically cuts international flights: government,Theonlinecitizen.com,26/3/2020,China is set to drastically cut its international flight routes in a bid to blunt the number of imported cases of the new coronavirus; the civil aviation authority said Thursday. Flights out of China will be capped at just one route a week to each country; wi…,https://www.theonlinecitizen.com/2020/03/26/china-drastically-cuts-international-flights-government/,World
52 additional cases of COVID-19 confirmed; 28 imported cases from various countries,Theonlinecitizen.com,26/3/2020,As of 26 March 2020; 12 pm; the Ministry of Health (MOH) has confirmed and verified an additional 52 cases of COVID-19 infection in Singapore; of which: The 28 imported cases had travel history to Europe; North America; Middle East; ASEAN and other parts of A…,https://www.theonlinecitizen.com/2020/03/26/52-additional-cases-of-covid-19-confirmed-28-imported-cases-from-various-countries/,Singapore
Legal brothels in S’pore to close until the end of next month,Theonlinecitizen.com,26/3/2020,The closure of all entertainment outlets — from cinemas and theatres to nightlife venues such as bars and nightclubs — announced by the multi-ministry taskforce on COVID-19 on Tue evening (24 Mar) has become part of the Government’s stricter safe distancing m…,https://www.theonlinecitizen.com/2020/03/26/legal-brothels-in-spore-to-close-until-the-end-of-next-month/,Singapore
Marine Parade to suspend all house visits and resident engagement activities,Theonlinecitizen.com,26/3/2020,Singaporeans have been advised to practise social distancing amidst the COVID-19 pandemic to curb possible spreads and transmissions. Yesterday; the Marine Parade Group Representation Constituency announced that they are suspending all house visits and reside…,https://www.theonlinecitizen.com/2020/03/26/marine-parade-to-suspend-all-house-visits-and-resident-engagement-activities/,Singapore
Indonesia’s healthcare system unable to cope with the COVID-19 outbreak,Theonlinecitizen.com,26/3/2020,Indonesia faces a significant lack of hospital beds; medical staff and intensive care facilities in the midst of the COVID-19 outbreak. As of 25 March 2020 based on data released on the Jakarta Governor website; the total number of COVID-19 infections in Indo…,https://www.theonlinecitizen.com/2020/03/26/indonesias-healthcare-system-unable-to-cope-with-the-covid-19-outbreak/,World
Letter: Remains unclear where Singapore stands in this pandemic and how the country will emerge,Theonlinecitizen.com,26/3/2020,by Jasmine Tan I refer to the latest measures taken by the Government to halt all religious services and leisure at public entertainment outlets; up to 30 April to curb the uncontrollable spiralling infection rates in Singapore and worldwide. The new measures…,https://www.theonlinecitizen.com/2020/03/26/letter-remains-unclear-where-singapore-stands-in-this-pandemic-and-how-the-country-will-emerge/,Singapore
Participant in Singapore’s Citizenship Journey said to be confirmed with COVID-19,Theonlinecitizen.com,26/3/2020,TOC understand that a Singapore Citizenship Journey participant who attended the Community Sharing Session on 19 March was tested positive for COVID-19; leading the Ministry of Health (MOH) to identify and place all other participants in that session under Qu…,https://www.theonlinecitizen.com/2020/03/26/participant-in-singapores-citizenship-journey-said-to-be-confirmed-with-covid-19/,Singapore
Resilience Budget: S’pore to freeze all govt charges and fees for one year until Mar 2021; temporarily suspend student loan repayments; says DPM Heng Swee Keat,Theonlinecitizen.com,26/3/2020,To ease the financial commitments of Singaporeans during the COVID-19 outbreak; Singapore will freeze all government fees and charges for a year; said Deputy Prime Minister Heng Swee Keat. Delivering his ministerial statement on a S$48 billion supplementary B…,https://www.theonlinecitizen.com/2020/03/26/resilience-budget-spore-to-freeze-all-govt-charges-and-fees-for-one-year-until-mar-2021-temporarily-suspend-student-loan-repayments-says-dpm-heng-swee-keat/,Business
DPM Heng Swee Keat: S’pore to freeze all govt charges and fees for one year until Mar 2021; temporarily suspend student loan repayments,Theonlinecitizen.com,26/3/2020,In a bid to ease the financial commitments of Singaporeans during the COVID-19 outbreak; Singapore will freeze all government fees and charges for a year; said Deputy Prime Minister Heng Swee Keat. Delivering his ministerial statement on a S$48 billion supple…,https://www.theonlinecitizen.com/2020/03/26/dpm-heng-swee-keat-spore-to-freeze-all-govt-charges-and-fees-for-one-year-until-mar-2021-temporarily-suspend-student-loan-repayments/,Business
S’pore casinos implement safe distancing measures; restrict casino access after govt imposed stricter measures amid COVID-19 outbreak,Theonlinecitizen.com,26/3/2020,In light of the recent stricter measures in Singapore amid the COVID-19 pandemic; Resorts World Sentosa (RWS) and Marina Bay Sands (MBS) announced earlier today (26 March) that the casinos have taken additional safe distancing measures and only permit casino …,https://www.theonlinecitizen.com/2020/03/26/spore-casinos-implement-safe-distancing-measures-restrict-casino-access-after-govt-imposed-stricter-measures-amid-covid-19-outbreak/,Singapore
Sugarbook sees user traffic surge in Singapore during COVID-19 outbreak,Theonlinecitizen.com,26/3/2020,In recent weeks; the COVID-19 pandemic has left its mark across Singapore and many countries in the world; with governments enforcing strict measures to shut down nearly every facet of society in attempt to control the spread of the virus. In times of lonelin…,https://www.theonlinecitizen.com/2020/03/26/sugarbook-sees-user-traffic-surge-in-singapore-during-covid-19-outbreak/,Singapore
EDB: Singapore factory output declined 1.1% in February,Theonlinecitizen.com,26/3/2020,According to the preliminary data released by the Economic Development Board (EDB) on Thursday (26 March); Singapore’s factory output dropped in February after the surprise increase in January. Manufacturing output declined 1.1 per cent on a year-on-year basi…,https://www.theonlinecitizen.com/2020/03/26/edb-singapore-factory-output-declined-1-1-in-february/,Business
NSP: It is “morally wrong” to hold GE in the midst of “deadliest virus since SARS”,Theonlinecitizen.com,26/3/2020,National Solidarity Party (NSP) took to Facebook yesterday (25 March 2020) to respond to Today Online article titled; “39;000 Covid-19 tests done so far; with cases set to rise in coming weeks: Gan” published online 25 March 2020 and Straits Times (ST) articl…,https://www.theonlinecitizen.com/2020/03/26/nsp-it-is-morally-wrong-to-hold-ge-in-the-midst-of-deadliest-virus-since-sars/,Singapore
Heng Swee Keat: Resilience Budget to help save jobs and support companies during difficult times; urges people not to have “excessive expectations”,Theonlinecitizen.com,26/3/2020,On Thursday (26 March); Deputy Prime Minister Heng Swee Keat took to his Facebook to announce that the supplementary budget will be presented in Parliament today at 3.30pm; and it will be called the Resilience Budget. Mr Heng; who is also Singapore’s Finance …,https://www.theonlinecitizen.com/2020/03/26/heng-swee-keat-resilience-budget-to-help-save-jobs-and-support-companies-during-difficult-times-urges-people-not-to-have-excessive-expectations/,Business
MP Baek Yam Keng urges arts community to use digital-based presentations to engage audiences amid COVID-19 outbreak,Theonlinecitizen.com,26/3/2020,Senior Parliamentary Secretary for Culture; Community and Youth; Baey Yam Keng; in parliament on Wednesday (25 March); urged the arts community to make use of a digital-based presentation for their artworks and productions so that they can continue to engage …,https://www.theonlinecitizen.com/2020/03/26/mp-baek-yam-keng-urges-arts-community-to-use-digital-based-presentations-to-engage-audiences-amid-covid-19-outbreak/,Singapore
Malaysia’s King and Queen under 14-day self-quarantine after seven staff tested COVID-19 positive,Theonlinecitizen.com,26/3/2020,During the COVID-19 crisis in Malaysia; from the doctors and nurses in the frontlines; to the Royal Malaysia Police and Malaysia Armed Forces on the streets to enforce the Movement Control Order; the country’s King and Queen had been doing their part in contr…,https://www.theonlinecitizen.com/2020/03/26/malaysias-king-and-queen-under-14-day-self-quarantine-after-seven-staff-tested-covid-19-positive/,World
NMP Anthea Ong seeks clarification on Wild Animals and Birds Act Amendment Bill: definition of “wildlife”; citizen empowerment and alignment with Parks and Trees Act,Theonlinecitizen.com,26/3/2020,Nominated Member of Parliament (NMP) Anthea Ong sought clarifications on the amendment bill of Wild Animals and Birds Act (WABA) about the definition of “wildlife”; extent of citizen empowerment and alignment of WABA with the Parks and Trees Act while express…,https://www.theonlinecitizen.com/2020/03/26/nmp-anthea-ong-seeks-clarification-on-wild-animals-and-birds-act-amendment-bill-definition-of-wildlife-citizen-empowerment-and-alignment-with-parks-and-trees-act/,Singapore
Singapore: Nationally-developed Coronavirus encounter-tracing app TraceTogether to be open-sourced,Theonlinecitizen.com,26/3/2020,A smartphone app developed by the Singaporean digital government team will be open sourced. The app allows the tracking of citizens’ encounters with the carriers of COVID-19. The government alongside the developers of the app; named TraceTogether; have urged …,https://www.theonlinecitizen.com/2020/03/26/singapore-nationally-developed-coronavirus-encounter-tracing-app-tracetogether-to-be-open-sourced/,Singapore
SDP chief Chee Soon Juan urges govt to raise wages across industries; reduce rental rates for businesses,Theonlinecitizen.com,26/3/2020,The Government should urgently enforce regulatory business measures such as increasing the wages of middle- and low-income workers as well as reducing the rental rates for companies; said Singapore Democratic Party (SDP) chief Chee Soon Juan. Noting that gove…,https://www.theonlinecitizen.com/2020/03/26/sdp-chief-chee-soon-juan-urges-govt-to-raise-wages-across-industries-reduce-rental-rates-for-businesses/,Business
