Title, Source, Date, Content, URL, Category
Norway to admit non-resident Europeans working in oil; agriculture; easing some coronavirus curbs,Thestar.com.my,30/3/2020,OSLO (Reuters) - Norway will allow entry to certain European citizens for work in sectors critically short of labour including agriculture and the oil industry despite its lockdown to fight the coronavirus pandemic; the government said on Monday.,https://www.thestar.com.my/news/world/2020/03/31/norway-to-admit-non-resident-europeans-working-in-oil-agriculture-easing-some-coronavirus-curbs,World
Italy coronavirus deaths rise by 812; number of new cases falls sharply,Thestar.com.my,30/3/2020,ROME (Reuters) - The death toll from an outbreak of coronavirus in Italy climbed by 812 to 11;591; the Civil Protection Agency said on Monday; reversing two days of declines in the daily rate.,https://www.thestar.com.my/news/world/2020/03/31/italy-coronavirus-deaths-rise-by-812-number-of-new-cases-falls-sharply,World
Spain eyes suspension of some rent payments and evictions - government source,Thestar.com.my,30/3/2020,MADRID (Reuters) - Spain's government is fleshing out a 700-million-euro ($770 million) package to help private tenants through the coronavirus crisis and is likely to suspend evictions and rental payments for several months; a government source said on Monda…,https://www.thestar.com.my/news/world/2020/03/31/spain-eyes-suspension-of-some-rent-payments-and-evictions---government-source,Business
Denmark may gradually lift lockdown after Easter if coronavirus numbers stay stable - PM,Thestar.com.my,30/3/2020,COPENHAGEN (Reuters) - Denmark may gradually lift a lockdown after Easter if the numbers of corona cases and deaths stay stable; Prime Minister Mette Frederiksen said on Monday.,https://www.thestar.com.my/news/world/2020/03/31/denmark-may-gradually-lift-lockdown-after-easter-if-coronavirus-numbers-stay-stable---pm,World
Italy's epidemic should stabilise soon; but vigilance needed - WHO,Thestar.com.my,30/3/2020,GENEVA (Reuters) - Lockdowns and stringent measures in place in Italy for the past two weeks should lead soon to a stabilisation in its coronavirus epidemic; but vigilant follow-up will be required; a senior official of the World Health Organization (WHO) sai…,https://www.thestar.com.my/news/world/2020/03/31/italy039s-epidemic-should-stabilise-soon-but-vigilance-needed---who,World
Jogger among dozens of M’sians brought to court for non-compliance,Thestar.com.my,30/3/2020,GEORGE TOWN: A cardiologist in Penang is among dozens of Malay­sians charged with defying the movement control order (MCO).,https://www.thestar.com.my/news/nation/2020/03/31/jogger-among-dozens-of-msians-brought-to-court-for-non-compliance,World
Five-year-old girl is latest rabies victim,Thestar.com.my,30/3/2020,KUCHING: A five-year-old girl from Sibu who died last week after being bitten by a dog is the latest rabies victim in Sarawak; said the Health Ministry.,https://www.thestar.com.my/news/nation/2020/03/31/five-year-old-girl-is-latest-rabies-victim,World
Enhanced MCO jolts Sg Lui folk into reality,Thestar.com.my,30/3/2020,KLANG: It took an enhanced movement control order (MCO) to jolt people in several communities in Sungai Lui; Hulu Langat; into realising that their area has a high number of confirmed Covid-19 cases.,https://www.thestar.com.my/news/nation/2020/03/31/enhanced-mco-jolts-sg-lui-folk-into-reality,World
KL condo under EMCO after 17 cases detected,Thestar.com.my,30/3/2020,PETALING JAYA: Residents of a condominium in Kuala Lumpur’s city centre will face stricter movement restrictions after 17 confirmed Covid-19 cases were detected there; said Senior Minister Datuk Seri Ismail Sabri Yaakob.,https://www.thestar.com.my/news/nation/2020/03/31/kl-condo-under-emco-after-17-cases-detected,World
The everlasting gift of kindness,Thestar.com.my,30/3/2020,More than 1;400 years ago; a woman decided to be kind to an infant despite no promise of a reward. It’s a story whose lesson continues to resonate today.,https://www.thestar.com.my/opinion/columnists/over-the-top/2020/03/31/the-everlasting-gift-of-kindness,World
Drones to monitor compliance in Hulu Langat,Thestar.com.my,30/3/2020,KAJANG: Drones are now being used to monitor compliance with the enhanced movement control order (MCO) in the Sungai Lui area in Hulu Langat; says Tan Sri Abdul Hamid Bador.,https://www.thestar.com.my/news/nation/2020/03/31/drones-to-monitor-compliance-in-hulu-langat,World
Coronavirus death toll in Italy's Lombardy rises by around 458 in a day - source,Thestar.com.my,30/3/2020,ROME (Reuters) - The death toll from an outbreak of coronavirus in the northern region of Lombardy; the epicentre of Italy's contagion; has risen by around 458 in a day to some 6;818; a source familiar with the data said on Monday.,https://www.thestar.com.my/news/world/2020/03/30/coronavirus-death-toll-in-italy039s-lombardy-rises-by-around-458-in-a-day---source,World
Cyprus imposes peacetime curfew; extending coronavirus lockdown,Thestar.com.my,30/3/2020,NICOSIA (Reuters) - Cyprus imposed a curfew on Monday to contain the spread of coronavirus; extending a broad lockdown introduced two weeks ago after a weekend spike in recorded cases.,https://www.thestar.com.my/news/world/2020/03/30/cyprus-imposes-peacetime-curfew-extending-coronavirus-lockdown,World
France uses army helicopters to ferry critical virus patients abroad,Thestar.com.my,30/3/2020,STRASBOURG/PARIS (Reuters) - Army helicopters on Monday transported coronavirus patients fighting for their lives from eastern France to hospitals in Germany and Switzerland as the country battled to free up space in life-support units.,https://www.thestar.com.my/news/world/2020/03/30/france-uses-army-helicopters-to-ferry-critical-virus-patients-abroad,World
Outrage in India as migrants sprayed with disinfectant to fight coronavirus,Thestar.com.my,30/3/2020,NEW DELHI (Reuters) - Indian health workers caused outrage on Monday by spraying a group of migrants with disinfectant; amid fears that a large scale movement of people from cities to the countryside risked spreading the coronavirus.,https://www.thestar.com.my/news/world/2020/03/30/outrage-in-india-as-migrants-sprayed-with-disinfectant-to-fight-coronavirus,World
South Africa policeman; guard shot man dead during lockdown - police,Thestar.com.my,30/3/2020,JOHANNESBURG (Reuters) - South African police said on Monday a policeman and security guard had shot a man dead during the coronavirus lockdown.,https://www.thestar.com.my/news/world/2020/03/30/south-africa-policeman-guard-shot-man-dead-during-lockdown---police,World
Italy expected to maintain lockdown as it awaits steady coronavirus decline,Thestar.com.my,30/3/2020,ROME (Reuters) - Italy looks certain to remain under lockdown for at least two more weeks; officials said on Monday; with the number of new coronavirus cases yet to show a decisive decline.,https://www.thestar.com.my/news/world/2020/03/30/italy-expected-to-maintain-lockdown-as-it-awaits-steady-coronavirus-decline,World
Kazakhstan hopes coronavirus cases won't top 3;500 - minister,Thestar.com.my,30/3/2020,ALMATY (Reuters) - Kazakhstan hopes to keep the number of coronavirus cases within 3;500 over the next two months; with the rate of infection peaking next month; Healthcare Minister Yelzhan Birtanov said on Monday.,https://www.thestar.com.my/news/world/2020/03/30/kazakhstan-hopes-coronavirus-cases-won039t-top-3500---minister,World
Hard times shape speedy Saudi and Kuwaiti coronavirus response,Thestar.com.my,30/3/2020,RIYADH/KUWAIT (Reuters) - The world's last major coronavirus outbreak; in 2012; began in Saudi Arabia; where a faltering response allowed the Middle East Respiratory Syndrome (MERS) to kill several hundred people and spread across the region.,https://www.thestar.com.my/news/world/2020/03/30/hard-times-shape-speedy-saudi-and-kuwaiti-coronavirus-response,World
Some ultra-Orthodox Israelis chafe at coronavirus restrictions,Thestar.com.my,30/3/2020,JERUSALEM (Reuters) - Israeli police have used a drone; helicopter and stun grenades in recent days to prevent people gathering in an ultra-Orthodox Jewish neighbourhood of Jerusalem in defiance of Health Ministry measures aimed at slowing the spread of the c…,https://www.thestar.com.my/news/world/2020/03/30/some-ultra-orthodox-israelis-chafe-at-coronavirus-restrictions,World
