Title, Source, Date, Content, URL, Category, Classification, Relevance
'The watermelons will rot:' U.S. visa confusion in Mexico keeps out agriculture workers,Thestar.com.my,30/3/2020,MONTERREY/CHICAGO (Reuters) - It’s watermelon season in Florida. But as the top U.S. watermelon-producing state prepares for harvest; many of the workers needed to collect the crop are stuck in Mexico; unable to secure visas.,https://www.thestar.com.my/news/world/2020/03/30/039the-watermelons-will-rot039-us-visa-confusion-in-mexico-keeps-out-agriculture-workers,World,labour - employment,100
S. Korea provides US$10mil to Cambodia for school feeding programme,Thestar.com.my,30/3/2020,PHNOM PENH: The Korea International Cooperation Agency (KOICA) on Monday (March 30) provided grant aid of US$10mil to Cambodia for implementing and expanding the Home-Grown School Feeding Programmr; said a World Food Programme Cambodia (WFP)'s press statement.,https://www.thestar.com.my/news/regional/2020/03/30/s-korea-provides-us10mil-to-cambodia-for-school-feeding-programme,Business,human interest,100
Renault: China; South Korea plants restarting after virus shutdown,Thestar.com.my,30/3/2020,BEIJING/PARIS: French automaker Renault said on Monday (March 30) it was resuming production at two factories in China and South Korea after they were shut down as authorities tried to limit the Covid-19 (coronavirus) outbreak.,https://www.thestar.com.my/news/regional/2020/03/30/renault-china-south-korea-plants-restarting-after-virus-shutdown,World,economy; business and finance - manufacturing and engineering - automotive equipment,100
Aset Kayamas support for frontliners to combat pandemic,Thestar.com.my,30/3/2020,KUALA LUMPUR: Aset Kayamas Sdn Bhd has contributed 6;000 sets of medical-grade protective suits to frontliners who are fighting tirelessly against the Covid-19 pandemic.,https://www.thestar.com.my/news/nation/2020/03/30/aset-kayamas-support-for-frontliners-to-combat-pandemic,World,health - epidemic and plague,100
MCO: Govt to continue engaging with stakeholders to address economic fallout; says Dr Wee,Thestar.com.my,30/3/2020,PETALING JAYA: In an effort to address the Covid-19 economic fallout; Transport Minister Datuk Seri Dr Wee Ka Siong says the government will continue engaging with stakeholders to identify their concerns during the movement control order (MCO).,https://www.thestar.com.my/news/nation/2020/03/30/mco-govt-to-continue-engaging-with-stakeholders-to-address-economic-fallout-says-dr-wee,Business,,0
North Korea: US will not drop hostile policy despite leaders' "special relationship",Thestar.com.my,30/3/2020,SEOUL: North Korea said the United States will not drop its hostile policy even though their two leaders have a "special relationship"; state media KCNA said on Monday (March 30). A North Korean official said in the statement US Secretary of State Mike Pompeo…,https://www.thestar.com.my/news/regional/2020/03/30/north-korea-us-will-not-drop-hostile-policy-despite-leaders039-special-relationship,World,,0
Penor Prison inmates pitch in to make PPE for medical frontliners,Thestar.com.my,30/3/2020,KUANTAN (Bernama): The Penor Prison sewing workshop here is racing against time to produce personal protecting equipment (PPE) for medical personnel treating Covid-19 patients.,https://www.thestar.com.my/news/nation/2020/03/30/penor-prison-inmates-pitch-in-to-make-ppe-for-medical-frontliners,World,crime; law and justice - prison,100
Syed Saddiq: Yes; RM250;000 is missing from my safe; but it isn't Bersatu's,Thestar.com.my,30/3/2020,PETALING JAYA: Former youth and sports minister Syed Saddiq Syed Abdul Rahman has denied that the RM250;000 missing from a safe in his Petaling Jaya home belonged to Parti Pribumi Bersatu Malaysia (Bersatu).,https://www.thestar.com.my/news/nation/2020/03/30/syed-saddiq-yes-rm250000-is-missing-from-my-safe-but-it-isn039t-bersatu039s,World,,0
Iran's coronavirus death toll reaches 2;757 - health official,Thestar.com.my,30/3/2020,DUBAI (Reuters) - Iran's death toll from the new coronavirus has increased to 2;757 with 117 new deaths in the past 24 hours; a health ministry spokesman told state TV on Monday; adding that the total number of cases has climbed to 41;495.,https://www.thestar.com.my/news/world/2020/03/30/iran039s-coronavirus-death-toll-reaches-2757---health-official,World,health,100
Austria to make basic face masks compulsory in supermarkets,Thestar.com.my,30/3/2020,VIENNA (Reuters) - Austria will require the public to wear basic face masks in supermarkets; where they will be handed out probably from Wednesday in a bid to slow the spread of the coronavirus; Chancellor Sebastian Kurz said on Monday.,https://www.thestar.com.my/news/world/2020/03/30/austria-to-make-basic-face-masks-compulsory-in-supermarkets,World,,0
North Korea says U.S. will not drop hostile policy despite leaders' good relationship - KCNA,Thestar.com.my,30/3/2020,SEOUL (Reuters) - North Korea said the United States will not drop its hostile policy; even though their two leaders have a good relationship; state media KCNA said on Monday.,https://www.thestar.com.my/news/world/2020/03/30/north-korea-says-us-will-not-drop-hostile-policy-despite-leaders039-good-relationship---kcna,World,,0
Japan is 'not planning' a coronavirus emergency but entry bans loom,Thestar.com.my,30/3/2020,TOKYO (Reuters) - Japan has no plan to declare a state of emergency from April; its top government spokesman said on Monday; seeking to dispel mounting fears a recent spike in coronavirus cases could lead to a first-ever lockdown of the capital; Tokyo.,https://www.thestar.com.my/news/world/2020/03/30/japan-is-039not-planning039-a-coronavirus-emergency-but-entry-bans-loom,World,,0
Top Japanese doctor calls on PM Abe to declare coronavirus emergency,Thestar.com.my,30/3/2020,TOKYO (Reuters) - A top Japanese doctor on Monday called on Prime Minister Shinzo Abe to issue an emergency decree to fight the coronavirus before it was too late.,https://www.thestar.com.my/news/world/2020/03/30/top-japanese-doctor-calls-on-pm-abe-to-declare-coronavirus-emergency,World,,0
MCO: Bleak future for privately-owned zoological parks; says Mazpa,Thestar.com.my,30/3/2020,MELAKA: The Malaysian Association of Zoological Parks and Aquaria (Mazpa) is appealing to the government to provide them with financial assistance to save jobs and wildlife at privately-managed menageries.,https://www.thestar.com.my/news/nation/2020/03/30/mco-bleak-future-of-privately-owned-zoological-parks-says-mazpa,World,environmental issue - natural resources - wildlife,100
Police arrest 13 people in Petaling Jaya between Sunday and Monday for violating MCO,Thestar.com.my,30/3/2020,PETALING JAYA: The police have arrested 13 people here  on Sunday (March 29) and Monday (March 30) for violating the movement control order (MCO).,https://www.thestar.com.my/news/nation/2020/03/30/police-arrest-13-people-in-petaling-jaya-between-sunday-and-monday-for-violating-mco,World,crime; law and justice - police - arrest,100
Asian markets mostly down as Covid-19 fears grow,Thestar.com.my,30/3/2020,HoONG KONG: Asian markets fell on Monday (March 30) following a steep drop on Wall Street as the jubilation from last week's enormous US stimulus package faded and investors returned their attention to the soaring infection and death rate of the coronavirus.,https://www.thestar.com.my/news/regional/2020/03/30/asian-markets-mostly-down-as-covid-19-fears-grow,World,health - disease - virus diseases,100
AFP: Global declared coronavirus cases top 700;000,Thestar.com.my,30/3/2020,BEIJING/PARIS/TOKYO: More than 700;000 cases of the novel coronavirus have been officially declared around the world since the start of the pandemic; according to an AFP tally as of 5pm on Monday (March 30) based on official sources.,https://www.thestar.com.my/news/regional/2020/03/30/afp-global-declared-coronavirus-cases-top-700000,World,health - epidemic and plague,100
Alliance Bank employee tests positive for Covid-19,Thestar.com.my,30/3/2020,PETALING JAYA: Alliance Bank has confirmed that an employee at its Damansara Uptown branch has tested positive for Covid-19.,https://www.thestar.com.my/news/nation/2020/03/30/alliance-bank-employee-tests-positive-for-covid-19,World,economy; business and finance - financial and business service - banking,100
Sarawak records two more Covid-19 deaths,Thestar.com.my,30/3/2020,KUCHING: Sarawak recorded two more deaths from Covid-19 on Monday (March 30); bringing the number of fatalities in the state to seven.,https://www.thestar.com.my/news/nation/2020/03/30/sarawak-records-two-more-covid-19-deaths,World,social issue - demographics,100
Singapore court rejects challenge to gay sex ban,Thestar.com.my,30/3/2020,SiINGAPORE: A fresh bid to overturn a Singapore law banning gay sex failed on Monday (March 30) as a court dismissed several challenges; a setback for efforts to promote greater LGBT rights in South-East Asian region and also Asia in the greater picture.,https://www.thestar.com.my/news/regional/2020/03/30/singapore-court-rejects-challenge-to-gay-sex-ban,Singapore,crime; law and justice - justice and rights,100
Sabah cops arrest 40; including sepak takraw players; for violating MCO,Thestar.com.my,30/3/2020,KOTA KINABALU: Nine youths playing sepak takraw and a farmer at a cockfighting session were among 40 people arrested so far for allegedly violating the movement control order (MCO) in Sabah.,https://www.thestar.com.my/news/nation/2020/03/30/sabah-cops-arrest-40-including-sepak-takraw-players-for-violating-mco,World,sport - sepak takraw,100
China slashes rate; pumps US$7bil into market to counter virus,Thestar.com.my,30/3/2020,BEIJING: China's central bank on Monday (March 30) cut an interest rate on loans to banks by the largest margin in five years and injected 50 billion yuan (US$7bil) into the financial system to help the world's second-largest economy weather the (Covid-19) co…,https://www.thestar.com.my/news/regional/2020/03/30/china-slashes-rate-pumps-us7bil-into-market-to-counter-virus,Business,economy; business and finance - macro economics - interest rate,100
George Soros gives 1 million euros to Budapest's coronavirus fight,Thestar.com.my,30/3/2020,LONDON (Reuters) - George Soros; the 89-year-old billionaire financier; said on Monday his Open Society Foundations would contribute 1 million euros (894;987.49 pounds) to Budapest's fight against coronavirus.,https://www.thestar.com.my/news/world/2020/03/30/george-soros-gives-1-million-euros-to-budapest039s-coronavirus-fight,World,,0
Vietnam asks mask firms to increase production to 5 million a day,Thestar.com.my,30/3/2020,HANOI (Reuters) - Vietnam has asked local mask producers to ramp up their production to make 5 million masks a day; the government said on Monday; as coronavirus cases in the country rise to 200.,https://www.thestar.com.my/news/world/2020/03/30/vietnam-asks-mask-firms-to-increase-production-to-5-million-a-day,World,,0
Singapore court upholds colonial-era law that criminalises sex between men,Thestar.com.my,30/3/2020,SINGAPORE (Reuters) - Singapore's high court upheld on Monday a rarely-used law that criminalises sex between men; dismissing three appeals that argued it was unconstitutional.,https://www.thestar.com.my/news/world/2020/03/30/singapore-court-upholds-colonial-era-law-that-criminalises-sex-between-men,Singapore,crime; law and justice - judiciary (system of justice),100
Coronavirus fails to dampen South Korea's fever for exam success,Thestar.com.my,30/3/2020,SEOUL (Reuters) - Choi Young-eun is so concerned about her teenagers' education as South Korea's schools stay shut that she has been sending them to a private tuition centre to make sure they don't miss out.,https://www.thestar.com.my/news/world/2020/03/30/coronavirus-fails-to-dampen-south-korea039s-fever-for-exam-success,World,sport - soccer,100
Japan has no plan to declare state of emergency April 1 - Suga,Thestar.com.my,30/3/2020,TOKYO (Reuters) - Japan's top government spokesman said on Monday there was no truth to rumours the government was planning to declare a state of emergency from April 1 to slow the spread of the coronavirus pandemic.,https://www.thestar.com.my/news/world/2020/03/30/japan-has-no-plan-to-declare-state-of-emergency-april-1---suga,World,health - epidemic and plague,100
Covid-19: M'sia records highest recovery in a day; 91 patients discharged on March 30,Thestar.com.my,30/3/2020,PUTRAJAYA: Malaysia records its highest number of Covid-19 recovery in a day; with 91 patients discharged on Monday (March 30).,https://www.thestar.com.my/news/nation/2020/03/30/covid-19-m039sia-records-highest-recovery-in-a-day-91-patients-discharged-on-march-30,World,,0
Cambodia to close casinos; halt rice exports due to Covid-19,Thestar.com.my,30/3/2020,PHNOM PENH: Cambodian Prime Minister Hun Sen on Monday (March 30) said the nation’s casinos would be closed starting Wednesday and rice exports would stop by Sunday in response to the Covid-19 (coronavirus) outbreak; state media reported.,https://www.thestar.com.my/news/regional/2020/03/30/cambodia-to-close-casinos-halt-rice-exports-due-to-covid-19,World,human interest,100
Sabah activates district disaster operations centres to check spread of Covid-19,Thestar.com.my,30/3/2020,KOTA KINABALU: Sabah has activated all its district natural disaster operations centres in anticipation of a rise in Covid-19 cases; says Chief Minister Datuk Seri Mohd Shafie Apdal.,https://www.thestar.com.my/news/nation/2020/03/30/sabah-activates-district-disaster-operations-centres-to-check-spread-of-covid-19,World,,0
Three civilians injured as rebels attack gold; copper mining firm in Indonesia's Papua,Thestar.com.my,30/3/2020,JAKARTA: Three civilians; two of them foreign nationals; were wounded as rebels opened fires at gold and copper mining firm PT Freeport Indonesia in the country's easternmost province of Papua on Monday (March 30).,https://www.thestar.com.my/news/regional/2020/03/30/three-civilians-injured-as-rebels-attack-gold-copper-mining-firm-in-indonesia039s-papua,World,economy; business and finance - metal and mineral - mining,100
Funeral parlours offering Qing Ming,Thestar.com.my,30/3/2020,PETALING JAYA: Relatives who are caught in a dilemma over the movement control order (MCO) coinciding with the annual Qing Ming festival can now pay respects to their ancestors without going out of their homes.,https://www.thestar.com.my/news/nation/2020/03/30/funeral-parlours-offering-qing-ming,World,social issue - family,100
Cambodia PM orders casinos shut down as coronavirus cases climb,Thestar.com.my,30/3/2020,PHNOM PENH (Reuters) - Cambodian Prime Minister Hun Sen on Monday ordered all casinos to close to curb the spread of the coronavirus.,https://www.thestar.com.my/news/world/2020/03/30/cambodia-pm-orders-casinos-shut-down-as-coronavirus-cases-climb,World,,0
Laos closes international checkpoints; suspends passenger transport to prevent outbreak,Thestar.com.my,30/3/2020,VIENTIANE: The Laos government said on Monday (March 30) that all international checkpoints will be closed for passengers exiting and entering Laos in its effort to contain the Covid-19 (coronavirus) outbreak. However; goods transport is still permitted.,https://www.thestar.com.my/news/regional/2020/03/30/laos-closes-international-checkpoints-suspends-passenger-transport-to-prevent-outbreak,World,,0
Disinfection of public areas begins across Johor,Thestar.com.my,30/3/2020,JOHOR BARU: Disinfection operations have begun across Johor; and Kampung Sinaran Baru here was the first place to be disinfected; following a Covid-19 positive case in the village.,https://www.thestar.com.my/news/nation/2020/03/30/disinfection-of-public-areas-begins-across-johor,World,,0
Medan Niaga Satok and Stutong markets in Kuching disinfected,Thestar.com.my,30/3/2020,KUCHING: The Medan Niaga Satok and Stutong markets here were disinfected on Monday (Mar 30) as part of the nationwide sanitisation exercise.,https://www.thestar.com.my/news/nation/2020/03/30/medan-niaga-satok-and-stutong-markets-in-kuching-disinfected,World,,0
Chinese passenger train derailed by landslide debris,Thestar.com.my,30/3/2020,SHANGHAI: A passenger train derailed after striking debris from a landslide in central China on Monday; injuring a number of passengers and staff; officials said.,https://www.thestar.com.my/news/regional/2020/03/30/chinese-passenger-train-derailed-by-landslide-debris,World,,0
